BLOQUES,AREAS,ZONA,GRUPO SUMINISTRO,TOMA DE LUZ,PRODUCTO,DESCRIPCIÓN,DESPIECE,MONTAJE,TIPO MONTAJE,COSTE,FABRICANTE,PROVEEDOR,MARCA,REF./MODELO,UNDS.,PRECIO UND.,DTO.,PRECIO UND. CON DTO.,PRECIO TOTAL,POTENCIA UND.W.,POTENCIA TOTAL W.,ACCESORIO 1,REF./MODELO,UNDS.ACCES. 1,PRECIO ACCES. 1,POTENCIA ACCES.1,ACCESORIO 2,REF./MODELO,UNDS.ACCES. 2,PRECIO ACCES. 2,POTENCIA ACCES.2,ACCESORIO 3,REF./MODELO,UNDS.ACCES. 3,PRECIO ACCES. 3,POTENCIA ACCES.3,ACCESORIO 4,REF./MODELO,UNDS.ACCES. 4,PRECIO ACCES. 4,POTENCIA ACCES.4,PRECIO TOTAL ACCES.,REPUESTOS,REF./MODELO,UNDS.REPTOS.,PRECIO REPTOS.,PRECIO TOTAL REPTOS.,POTENCIA REPUESTOS,TOTAL PRECIO,TOTAL POTENCIA,FLUÍDOS
A,DE IMAGIOLOGÍA,SALA DE CONTROL,Windows 7 64,Windows 7 64 bit factory image recovery,HP,I XL720AV,3,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,SALA DE CONTROL,Compaq 8200 elite country,Compaq 8200 elite country kit portugal,HP,I XJ308AV#AB9,3,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,SALA DE CONTROL,CPU Label,i3 2nd Gen CPU Label,HP,I BW870AV,3,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,SALA DE CONTROL,Delivery Service door/dock DT,Delivery Service door/dock DT,HP,I ZD011A,3,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,SALA DE CONTROL,MONITOR,Compaq LA1951G LCD MONITOR,HP,I EM890AA,3,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,SALA DE CONTROL,Ordenador personal,Base model HP8200 YT,HP,I BX383AV,3,"583,35€","0,00%","583,35€","1.750,05€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,SALA DE CONTROL,Epack 2yr exchange STD F/dedicate cons laserjet MFP-E,Epack 2yr exchange STD F/dedicate cons laserjet MFP-E,HP,I UH760E,3,"76,63€","0,00%","76,63€","229,89€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,SALA DE CONTROL,Impresora multifuncional láser B/N,Laserjet pro M1217NFW MFP 18PPM ETHERN,HP,I CE844A,3,"142,35€","0,00%","142,35€","427,05€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,SALA DE CONTROL,Papelera chapa acero pintado,"Papelera con asa, aro inferior en ABS color NEGRO",INMOCLINC,17100,3,"11,31€","2,00%","11,08€","33,25€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,CUARTO OSCURO Y ARCHIVO,Lama con frente curvo,"Cartel interno, 300x100 mm., ""ARQUIVO"", lama de aluminio anodizado frente curvo, tapas laterales en negro, color blanco con letras gris oscuro",,,1,"25,38€","0,00%","25,38€","25,38€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,CUARTO OSCURO Y ARCHIVO,Estantería de 4 niveles acero inox.,"Estantería, 4 baldas fijas, acero inox., patas con niveladores. Medidas: 100x40x180 cm.",INMOCLINC,26000,2,"380,36€","2,00%","372,75€","745,51€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,CUARTO OSCURO Y ARCHIVO,"Mesa mural clínica 120*60*90, 1 módulo de fregadero clínico 1 puerta izda. y 1 módulo clínico 4 cajones","Mesa mural clínica 120*60*90, encimera ESTRATIFICADA POSTFORMADO GRIS, 1 módulo de fregadero clínico 1 puerta izda. 61*50*87, 1 grifo monoblock y 1 fregadero 1 poza redonda 45 diam. y 1 módulo clínico 4 cajones 51*50*87",MOBICAT,tipo 5 POS 19.01,1,"868,84€","9,00%","790,64€","790,64€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,CUARTO OSCURO Y ARCHIVO,Mesa en laminado 160*70*75,Mesa en LAMINADO 160*70*75 con pata metálica. COLOR GRIS,MOBICAT,tipo 6 POS 20.01,1,"372,00€","9,00%","338,52€","338,52€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,CUARTO OSCURO Y ARCHIVO,"Silla rodable, giratoria, polipiel LAVENDEL, elevación a gas, respaldo bajo, con brazos","Silla de despacho, elevación a gas, con brazos de poliuretano integral, polipiel LAVENDEL",INMOCLINC,21120,2,"85,74€","2,00%","84,03€","168,05€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,CUARTO OSCURO Y ARCHIVO,Papelera chapa acero pintado,"Papelera con asa, aro inferior en ABS color NEGRO",INMOCLINC,17100,1,"11,31€","2,00%","11,08€","11,08€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,SALA ECOGRÁFICA,Lama con frente curvo,"Cartel interno, 300x100 mm., ""SALA DE ECOGRAFÍAS"", lama de aluminio anodizado frente curvo, tapas laterales en negro, color blanco con letras gris oscuro",,,1,"25,38€","0,00%","25,38€","25,38€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,SALA ECOGRÁFICA,Doppler vascular,"Doppler vascular, SD-2 BI-DIRECCIONAL, sonda 8MHZ",HUNTLEIGH,2080005,2,"892,31€","2,00%","874,46€","1.748,93€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,SALA ECOGRÁFICA,Equipo de ultrasonido de uso general para radiología,"Equipo de ultrasonido ACUSON X300 100V/115V/230V WW, con Doppler a color, Doppler PW, estación de trabajo ecográfica integrada DIMAQ-IP y Revisión CINE",SIEMENS,10566144,1,"39.464,00€","7,26%","36.599,86€","36.599,86€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,SALA ECOGRÁFICA,Equipo de ultrasonido de uso general para radiología con sonda endocavitaria,"Equipo de ultrasonido ACUSON X300 100V/115V/230V WW, con Doppler a color, Doppler PW, estación de trabajo ecográfica integrada DIMAQ-IP y Revisión CINE. Con sonda endocavitaria",SIEMENS,10566144,1,"39.464,00€","7,26%","36.599,86€","36.599,86€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,SALA ECOGRÁFICA,Camilla de reconocimiento polipiel LAVENDEL,"Mesa para diagnóstico, reconocimiento y exploración, acero cromado, polipiel LAVENDEL. Medidas: 180x55x70 cm.",INMOCLINC,14736,1,"119,37€","2,00%","116,98€","116,98€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,SALA ECOGRÁFICA,"Mesa mural clínica 120*60*90, 1 módulo de fregadero clínico 1 puerta izda. y 1 módulo clínico 4 cajones","Mesa mural clínica 120*60*90, encimera ESTRATIFICADA POSTFORMADO GRIS, 1 módulo de fregadero clínico 1 puerta izda. 61*50*87, 1 grifo monoblock y 1 fregadero 1 poza redonda 45 diam. y 1 módulo clínico 4 cajones 51*50*87",MOBICAT,tipo 5 POS 19.01,1,"868,84€","9,00%","790,64€","790,64€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,SALA ECOGRÁFICA,Contenedor residuos grande,"Cubo papelera de PVC, capacidad 50 litros",INMOCLINC,11203,1,"23,94€","2,00%","23,46€","23,46€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,SALA ECOGRÁFICA,Estantería de 4 niveles acero inox.,"Estantería, 4 baldas fijas, acero inox., patas con niveladores. Medidas: 100x40x180 cm.",INMOCLINC,26000,2,"380,36€","2,00%","372,75€","745,51€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,SALA ECOGRÁFICA,"Silla rodable, giratoria, polipiel LAVENDEL, elevación a gas, respaldo bajo, con brazos","Silla de despacho, elevación a gas, con brazos de poliuretano integral, polipiel LAVENDEL",INMOCLINC,21120,1,"85,74€","2,00%","84,03€","84,03€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,SALA ECOGRÁFICA,Biombo 3 cuerpos,"Biombo clínico para separación de enfermos, acero cromado, 3 cuerpos con ruedas",INMOCLINC,7012,1,"89,86€","2,00%","88,06€","88,06€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,SALA ECOGRÁFICA,"Taburete giratorio bajo 5 ruedas, elevación husillo, acero inox., peana PVC, polipiel LAVENDEL","Taburete bajo para consulta médica, polipiel LAVENDEL, regulable en altura por husillo, acero inox., peana de PVC con 5 ruedas",INMOCLINC,23131,1,"39,28€","2,00%","38,49€","38,49€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,SALA ECOGRÁFICA,Perchero mural 3 perchas,"Perchero mural, acero pintado, 3 colgadores cromados",INMOCLINC,18103,3,"18,38€","2,00%","18,01€","54,04€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,SALA TAC,Lama con frente curvo,"Cartel interno, 300x100 mm., ""SALA TAC"", lama de aluminio anodizado frente curvo, tapas laterales en negro, color blanco con letras gris oscuro",,,1,"25,38€","0,00%","25,38€","25,38€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,SALA TAC,Tabla de masaje cardíaco,Tabla de masaje cardíaco,INMOCLINC,10182/11,1,"63,53€","2,00%","62,26€","62,26€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,SALA TAC,Portasueros regulable,"Portasueros regulable en altura, acero inox., 2 ganchos",INMOCLINC,10182/6,1,"45,98€","2,00%","45,06€","45,06€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,SALA TAC,Soporte botella de oxígeno,Soporte botella de oxígeno,INMOCLINC,10182/10,1,"51,55€","2,00%","50,52€","50,52€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,SALA TAC,Carro paradas LAVENDEL,"Carro de curas, urgencias y parada cardíaca, acero inox. LAVENDEL, 3 cajones inferiores, entrepaño, 62x48x96 cm.",INMOCLINC,10540,1,"579,03€","2,00%","567,45€","567,45€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,SALA TAC,Carro portabalas de oxígeno,Carro portabalas de oxígeno,PROVITA,5080201,1,"163,00€","2,00%","159,74€","159,74€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,SALA TAC,Kit de índice presión tobillo brazo,Kit de índice presión tobillo brazo,HUNTLEIGH,2080029,1,"1.300,00€","2,00%","1.274,00€","1.274,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,SALA TAC,Gel zero EEG,Gel Zero-gel 250 ml. EEG,LESSA,7210014,10,"1,58€","2,00%","1,55€","15,48€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,SALA TAC,Electroencefalógrafo,Electroencefalógrafo NEUROFAX32CH,NIHON KHODEN,1200003,1,"15.771,05€","2,00%","15.455,63€","15.455,63€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,SALA TAC,Desfibrilador con monitor,Desfibrilador D3 Mindray,MINDRAY,1030154,1,"3.800,00€","0,00%","3.800,00€","3.800,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,SALA TAC,Mesa auxiliar,"Mesa para especialidades médicas y pequeñas intervenciones, acero cromado, entrepaño superior e inferior lisos en melamina de PVC",INMOCLINC,14121,1,"89,04€","2,00%","87,26€","87,26€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DESPACHO DE JEFE TÉCNICOS,Lama con frente curvo,"Cartel interno, 300x100 mm., ""CHEFE MÉDICO"", lama de aluminio anodizado frente curvo, tapas laterales en negro, color blanco con letras gris oscuro",,,1,"25,38€","0,00%","25,38€","25,38€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DESPACHO DE JEFE TÉCNICOS,"Mesa de trabajo 120*75*75, bock 4 cajones","Mesa de trabajo 120*75*75, en laminado con bock 4 cajones, COLOR GRIS",MOBICAT,tipo 1 POS 15.01,1,"309,00€","9,00%","281,19€","281,19€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DESPACHO DE JEFE TÉCNICOS,"Silla rodable, giratoria, polipiel LAVENDEL, elevación a gas, respaldo bajo, con brazos","Silla de despacho, elevación a gas, con brazos de poliuretano integral, polipiel LAVENDEL",INMOCLINC,21120,1,"85,74€","2,00%","84,03€","84,03€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DESPACHO DE JEFE TÉCNICOS,Silla pintada apilable polipiel LAVENDEL,"Silla de despacho, altura fija, SIN brazos, polipiel LAVENDEL, apilable",INMOCLINC,21125,2,"42,55€","2,00%","41,70€","83,40€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DESPACHO DE JEFE TÉCNICOS,Perchero mural 3 perchas,"Perchero mural, acero pintado, 3 colgadores cromados",INMOCLINC,18103,1,"18,38€","2,00%","18,01€","18,01€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DESPACHO DE JEFE TÉCNICOS,Papelera chapa acero pintado,"Papelera con asa, aro inferior en ABS color NEGRO",INMOCLINC,17100,1,"11,31€","2,00%","11,08€","11,08€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DESPACHO DE JEFE TÉCNICOS,Single unit (MT) packaging,Single unit (MT) packaging,HP,I XL521AV,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DESPACHO DE JEFE TÉCNICOS,Power supply MT,89% Power supply MT,HP,I BX379AV,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DESPACHO DE JEFE TÉCNICOS,Windows 7 professional,Windows 7 porfessional 32-bit portugués,HP,I XL688AV#AB9,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DESPACHO DE JEFE TÉCNICOS,CPU,Intel Core i3-2100 CPU,HP,I BW852AV,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DESPACHO DE JEFE TÉCNICOS,RAM,2GB DDR3-1333 (1*2GB) RAM,HP,I BV062AV,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DESPACHO DE JEFE TÉCNICOS,HARD DRIVE,250GB 7200RPM SATA-6G 1ST HARD DRIVE,HP,I BV005AV,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DESPACHO DE JEFE TÉCNICOS,Keyboard,USB Standard JB Keyboard portugués,HP,I BV396AV#AB9,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DESPACHO DE JEFE TÉCNICOS,MOUSE,Mouse BTO/Optical BLK,HP,I VL506AV,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DESPACHO DE JEFE TÉCNICOS,Supermulti,Supermulti (JB) 1ST,HP,I BV044AV,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DESPACHO DE JEFE TÉCNICOS,Warranty,3/3/3 MT Warranty,HP,I XT539AV,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DESPACHO DE JEFE TÉCNICOS,Windows 7 32,Windows 7 32 bit factory imag,HP,I XL719AV,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DESPACHO DE JEFE TÉCNICOS,Windows 7 64,Windows 7 64 bit factory image recovery,HP,I XL720AV,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DESPACHO DE JEFE TÉCNICOS,Compaq 8200 elite country,Compaq 8200 elite country kit portugal,HP,I XJ308AV#AB9,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DESPACHO DE JEFE TÉCNICOS,CPU Label,i3 2nd Gen CPU Label,HP,I BW870AV,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DESPACHO DE JEFE TÉCNICOS,Delivery Service door/dock DT,Delivery Service door/dock DT,HP,I ZD011A,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DESPACHO DE JEFE TÉCNICOS,MONITOR,Compaq LA1951G LCD MONITOR,HP,I EM890AA,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DESPACHO DE JEFE TÉCNICOS,Ordenador personal,Base model HP8200 YT,HP,I BX383AV,1,"583,35€","0,00%","583,35€","583,35€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DESPACHO DE JEFE TÉCNICOS,Epack 2yr exchange STD F/dedicate cons laserjet MFP-E,Epack 2yr exchange STD F/dedicate cons laserjet MFP-E,HP,I UH760E,1,"76,63€","0,00%","76,63€","76,63€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DESPACHO DE JEFE TÉCNICOS,Impresora multifuncional láser B/N,Laserjet pro M1217NFW MFP 18PPM ETHERN,HP,I CE844A,1,"142,35€","0,00%","142,35€","142,35€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DESPACHO DE JEFE TÉCNICOS,Tirador,Tirador aluminio 42 8/1076-128,OFIPRIX,2139974,4,"0,00€","30,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DESPACHO DE JEFE TÉCNICOS,Armario archivador fichas BLANCO grande,K2 armario 198x120 BLANCO,OFIPRIX,2100220,2,"295,00€","30,00%","206,50€","413,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DESPACHO DE JEFE TÉCNICOS,Estanterías armario archivador fichas BLANCO,K2 estante 120 BLANCO,OFIPRIX,209920,8,"20,00€","30,00%","14,00€","112,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,ALMACÉN,Lama con frente curvo,"Cartel interno, 300x100 mm., ""ARMAZÉM"", lama de aluminio anodizado frente curvo, tapas laterales en negro, color blanco con letras gris oscuro",,,1,"25,38€","0,00%","25,38€","25,38€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,ALMACÉN,Papelera exterior Landmark beige,"Papelera exterior Landmark Series II beige, polietileno, base con amarre, puertas laterales con bisagras, soporte para bolsas estándar extraíble. Capacidad 189,3 l.",,FG396458BEIG,1,"593,87€","43,00%","338,51€","338,51€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,ALMACÉN,Papelera exterior Landmark verde,"Papelera exterior Landmark Series II verde, polietileno, base con amarre, puertas laterales con bisagras, soporte para bolsas estándar extraíble. Capacidad 189,3 l.",,FG396458DGRN,1,"593,87€","43,00%","338,51€","338,51€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,ALMACÉN,Papelera exterior Landmark roja,"Papelera exterior Landmark Series II roja, polietileno, base con amarre, puertas laterales con bisagras, soporte para bolsas estándar extraíble. Capacidad 189,3 l.",,FG396458RED,1,"593,87€","43,00%","338,51€","338,51€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,ALMACÉN,Estantería de 4 niveles acero inox.,"Estantería, 4 baldas fijas, acero inox., patas con niveladores. Medidas: 100x40x180 cm.",INMOCLINC,26000,10,"380,36€","2,00%","372,75€","3.727,53€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DE DESCANSO DE PERSONAL,Lama con frente curvo,"Cartel interno, 300x100 mm., ""SALA DO PESSOAL"", lama de aluminio anodizado frente curvo, tapas laterales en negro, color blanco con letras gris oscuro",,,1,"25,38€","0,00%","25,38€","25,38€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DE DESCANSO DE PERSONAL,Bancada 4 plazas tapizadas,Bancada Spirit 4 AS Negr Asie251 Resp254,OFIPRIX,E007223,1,"479,00€","30,00%","335,30€","335,30€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DE DESCANSO DE PERSONAL,Bancada 2 plazas tapizadas,Bancada Spirit 2 AS NG/TAP rena NEGRO,OFIPRIX,2922040,2,"255,00€","30,00%","178,50€","357,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DE DESCANSO DE PERSONAL,"Sillón convertible en cama, polipiel LAVENDEL","Sillón para pacientes con enfermedad, lesión o discapacidad, convertible en cama, 3 secciones, acero pintado, somier extesible y escamoteable, LAVENDEL",INMOCLINC,21157,2,"336,10€","2,00%","329,38€","658,76€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DE DESCANSO DE PERSONAL,Silla pintada apilable polipiel LAVENDEL,"Silla de despacho, altura fija, SIN brazos, polipiel LAVENDEL, apilable",INMOCLINC,21125,4,"42,55€","2,00%","41,70€","166,80€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DE DESCANSO DE PERSONAL,Mesa de juntas,Mesa de juntas 0/100 c/base 590 MARFIL,OFIPRIX,21458280,1,"225,00€","30,00%","157,50€","157,50€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DE DESCANSO DE PERSONAL,"TV 26""","26"" TV con pantalla de cristal líquido-pantalla ancha-720p-HD ready",LG,I 26LK336C,1,"236,50€","0,00%","236,50€","236,50€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DE DESCANSO DE PERSONAL,"Soporte de pared TV hasta 26""","Vogel's Superflat S EFW 8105-Kit de montaje (soporte para montaje en pared) para LCD/panel de plasma-negro, dolphin gray-tamaño de pantalla: 19""-26""",VOGEL,I 8381050,1,"20,00€","0,00%","20,00€","20,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DE DESCANSO DE PERSONAL,"Mesa de trabajo 120*75*75, bock 4 cajones","Mesa de trabajo 120*75*75, en laminado con bock 4 cajones, COLOR GRIS",MOBICAT,tipo 1 POS 15.01,1,"309,00€","9,00%","281,19€","281,19€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DE DESCANSO DE PERSONAL,Frigobar,Frigobar de 40 litros de capacidad con parrilla intermedia. Dimensiones 680*480*580 mm.,LACOR,LACOR MINIBAR,1,"177,00€","15,00%","150,45€","150,45€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DE DESCANSO DE PERSONAL,Cafetera,Cafetera con producción 18 litros/hora. Dimensiones 195*406*446 mm.,SAMMIC,SAMMIC MONDO,1,"589,00€","15,00%","500,65€","500,65€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DE DESCANSO DE PERSONAL,Microondas,Microondas industrial con plato giratorio de 315 mm. de diámetro,SAMMIC,SAMMIC HM-910,1,"251,00€","15,00%","213,35€","213,35€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,DE IMAGIOLOGÍA,DE DESCANSO DE PERSONAL,Mesa auxiliar,"Mesa para especialidades médicas y pequeñas intervenciones, acero cromado, entrepaño superior e inferior lisos en melamina de PVC",INMOCLINC,14121,2,"89,04€","2,00%","87,26€","174,52€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
