"PRODUCTO"|"DESCRIPCION"|NA|"BLOQUE"|"AREA"|"ZONA"|"REVISION"|"ACCION"|"OBSERVACION"|"PROVEEDOR"|"REFERENCIA"|"UNIDADES"
"873"|"Monitor de signos vitales (c/brazo)"|"Monitor de signos vitales (c/brazo)"|"A"|"DE URGENCIAS"|"BOXES TRAUMA Y VITALES"|"Anual"|"Revision de cableado"|"No disponen de equipos para testearlo"|"DRÄGER MEDICAL"|"VISTA XL"|"1 "
"2511"|"Monitor de signos vitales (c/brazo)"|"Monitor de signos vitales (c/brazo)"|"C"|"DE INTERNAMIENTO GENERAL"|"UCI"|"Anual"|"Revision de cableado"|"No disponen de equipos para testearlo"|"REPUESTOS DRÄGER MEDICAL"|"VISTA XL"|"4 "
"2512"|"Monitor de signos vitales (c/brazo)"|"Monitor de signos vitales (c/brazo)"|"C"|"DE INTERNAMIENTO GENERAL"|"UCI"|"Anual"|"Revision de cableado"|"No disponen de equipos para testearlo"|"DRÄGER MEDICAL"|"VISTA XL"|"6 "
"516"|"Negatoscopio mural 2 pantallas"|NA|"A"|"DE URGENCIAS"|"CONSULTA TRIAGE"|"Anual"|"Revision de Lamparas y limpieza de placas"|""|"INMOCLINC"|"16103"|"1 "
"526"|"Negatoscopio mural 2 pantallas"|NA|"A"|"DE URGENCIAS"|"CONSULTA Nº 1"|"Anual"|"Revision de Lamparas y limpieza de placas"|""|"INMOCLINC"|"16103"|"1 "
"549"|"Negatoscopio mural 2 pantallas"|NA|"A"|"DE URGENCIAS"|"CONSULTA Nº 2"|"Anual"|"Revision de Lamparas y limpieza de placas"|""|"INMOCLINC"|"16103"|"1 "
"801"|"Negatoscopio mural 2 pantallas"|NA|"A"|"DE URGENCIAS"|"SALA DE TRATAMIENTO DE YESOS"|"Anual"|"Revision de Lamparas y limpieza de placas"|""|"INMOCLINC"|"16103"|"1 "
"895"|"Negatoscopio mural 2 pantallas"|NA|"A"|"DE URGENCIAS"|"BOXES TRAUMA Y VITALES"|"Anual"|"Revision de Lamparas y limpieza de placas"|""|"INMOCLINC"|"16103"|"2 "
"4944"|"Negatoscopio mural 2 pantallas"|NA|"G"|"URGENCIAS PEDIÁTRICAS"|"BOXES DE URGENCIAS PEDIÁTRICAS"|"Anual"|"Revision de Lamparas y limpieza de placas"|""|"INMOCLINC"|"16103"|"6 "
"5333"|"Negatoscopio mural 2 pantallas"|NA|"G"|"CONSULTAS EXTERNAS PEDIATRÍA"|"CONSULTA Nº 1"|"Anual"|"Revision de Lamparas y limpieza de placas"|""|"INMOCLINC"|"16103"|"1 "
"5360"|"Negatoscopio mural 2 pantallas"|NA|"G"|"CONSULTAS EXTERNAS PEDIATRÍA"|"CONSULTA Nº 2"|"Anual"|"Revision de Lamparas y limpieza de placas"|""|"INMOCLINC"|"16103"|"1 "
"5388"|"Negatoscopio mural 2 pantallas"|NA|"G"|"CONSULTAS EXTERNAS PEDIATRÍA"|"CONSULTA Nº 3"|"Anual"|"Revision de Lamparas y limpieza de placas"|""|"INMOCLINC"|"16103"|"1 "
"5436"|"Negatoscopio mural 2 pantallas"|NA|"G"|"CONSULTAS EXTERNAS PEDIATRÍA"|"SALA DE TRATAMIENTOS"|"Anual"|"Revision de Lamparas y limpieza de placas"|""|"INMOCLINC"|"16103"|"1 "
"923"|"Negatoscopio mural 3 pantallas"|NA|"A"|"DE URGENCIAS"|"CONSULTA TRAUMA"|"Anual"|"Revision de Lamparas y limpieza de placas"|""|"INMOCLINC"|"16106"|"1 "
"1220"|"Negatoscopio mural 3 pantallas"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA TRAUMATOLOGÍA Y ORTOPEDIA"|"Anual"|"Revision de Lamparas y limpieza de placas"|""|"INMOCLINC"|"16106"|"1 "
"1248"|"Negatoscopio mural 3 pantallas"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA OFTALMOLOGÍA"|"Anual"|"Revision de Lamparas y limpieza de placas"|""|"INMOCLINC"|"16106"|"1 "
"1290"|"Negatoscopio mural 3 pantallas"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE OTORRINOLARINGOLOGÍA"|"Anual"|"Revision de Lamparas y limpieza de placas"|""|"INMOCLINC"|"16106"|"1 "
"1330"|"Negatoscopio mural 3 pantallas"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE UROLOGÍA"|"Anual"|"Revision de Lamparas y limpieza de placas"|""|"INMOCLINC"|"16106"|"1 "
"1353"|"Negatoscopio mural 3 pantallas"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTAS POLV.MEDICINA Y CIRUGÍA"|"Anual"|"Revision de Lamparas y limpieza de placas"|""|"INMOCLINC"|"16106"|"3 "
"1462"|"Negatoscopio mural 3 pantallas"|NA|"A"|"DE IMAGIOLOGÍA"|"SALA DE CONTROL"|"Anual"|"Revision de Lamparas y limpieza de placas"|""|"INMOCLINC"|"16106"|"3 "
"1594"|"Negatoscopio mural 3 pantallas"|NA|"A"|"DE IMAGIOLOGÍA"|"CORREDOR DE TRABAJO"|"Anual"|"Revision de Lamparas y limpieza de placas"|""|"INMOCLINC"|"16106"|"2 "
"2047"|"Negatoscopio mural 3 pantallas"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 1"|"Anual"|"Revision de Lamparas y limpieza de placas"|""|"INMOCLINC"|"16106"|"1 "
"2096"|"Negatoscopio mural 3 pantallas"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 2"|"Anual"|"Revision de Lamparas y limpieza de placas"|""|"INMOCLINC"|"16106"|"1 "
"2135"|"Negatoscopio mural 3 pantallas"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO CIRUGÍA MENOR"|"Anual"|"Revision de Lamparas y limpieza de placas"|""|"INMOCLINC"|"16106"|"1 "
"2212"|"Negatoscopio mural 3 pantallas"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"CONTROL DE ENFERMERÍA"|"Anual"|"Revision de Lamparas y limpieza de placas"|""|"INMOCLINC"|"16106"|"2 "
"2282"|"Negatoscopio mural 3 pantallas"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"SALA DE TRATAMIENTOS"|"Anual"|"Revision de Lamparas y limpieza de placas"|""|"INMOCLINC"|"16106"|"1 "
"2349"|"Negatoscopio mural 3 pantallas"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"GABINETE MÉDICO"|"Anual"|"Revision de Lamparas y limpieza de placas"|""|"INMOCLINC"|"16106"|"1 "
"2376"|"Negatoscopio mural 3 pantallas"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"SALA JEFE DE SERVICIO"|"Anual"|"Revision de Lamparas y limpieza de placas"|""|"INMOCLINC"|"16106"|"1 "
"2591"|"Negatoscopio mural 3 pantallas"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"UCI"|"Anual"|"Revision de Lamparas y limpieza de placas"|""|"INMOCLINC"|"16106"|"1 "
"2703"|"Negatoscopio mural 3 pantallas"|NA|"D"|"DE INTERNAMIENTO GENERAL"|"DESPACHO JEFE DE SERVICIO"|"Anual"|"Revision de Lamparas y limpieza de placas"|""|"INMOCLINC"|"16106"|"1 "
"2730"|"Negatoscopio mural 3 pantallas"|NA|"D"|"DE INTERNAMIENTO GENERAL"|"DESPACHO SUPERVISORA"|"Anual"|"Revision de Lamparas y limpieza de placas"|""|"INMOCLINC"|"16106"|"1 "
"2918"|"Negatoscopio mural 3 pantallas"|NA|"D"|"DE INTERNAMIENTO GENERAL"|"CONTROL ENFERMERÍA"|"Anual"|"Revision de Lamparas y limpieza de placas"|""|"INMOCLINC"|"16106"|"2 "
"5153"|"Negatoscopio mural 3 pantallas"|NA|"G"|"INTERNAMIENTO"|"SALA DE ENFERMERÍA"|"Anual"|"Revision de Lamparas y limpieza de placas"|""|"INMOCLINC"|"16106"|"2 "
"6310"|"Negatoscopio mural 3 pantallas"|NA|"CRF"|"CENTRO DE FISIO Y REHABILITACIÓN"|"ESCRITORIO"|"Anual"|"Revision de Lamparas y limpieza de placas"|""|"INMOCLINC"|"16106"|"1 "
"8631"|"Respirador standard"|NA|"A"|"DE URGENCIAS"|"BOXES TRAUMA Y VITALES"|"Semestral"|"Revision de filtros, piston, rotrametros, baterias"|"No disponen de equipos para testearlo"|"IBOR MÉDICA"|"08170011"|"1 "
"49621"|"Respirador standard"|NA|"G"|"URGENCIAS PEDIÁTRICAS"|"BOXES DE URGENCIAS PEDIÁTRICAS"|"Semestral"|"Revision de filtros, piston, rotrametros, baterias"|"No disponen de equipos para testearlo"|"IBOR MÉDICA"|"08170011"|"1 "
"21561"|"Aspirador de bajo vacío"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA POSTANESTESIA"|"Semestral"|"Limpieza de vaso, y cambio de bolsa, revision de motor"|""|"HERSILL"|"5352207"|"3 "
"24981"|"Aspirador de bajo vacío"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"UCI"|"Semestral"|"Limpieza de vaso, y cambio de bolsa, revision de motor"|""|"HERSILL"|"5352207"|"10 "
"50391"|"Aspirador de bajo vacío"|NA|"G"|"INTERNAMIENTO"|"INTERNAMIENTO PEDIÁTRICO"|"Semestral"|"Limpieza de vaso, y cambio de bolsa, revision de motor"|""|"HERSILL"|"5352207"|"5 "
"6013"|"Aspirador de secreciones"|NA|"A"|"DE URGENCIAS"|"BOXES OBSERVACIÓN MEDICINA"|"Semestral"|"Limpieza de vaso, y cambio de bolsa, revision de motor"|""|"DRÄGER MEDICAL"|"MP00506"|"1 "
"8593"|"Aspirador de secreciones"|NA|"A"|"DE URGENCIAS"|"BOXES TRAUMA Y VITALES"|"Semestral"|"Limpieza de vaso, y cambio de bolsa, revision de motor"|""|"DRÄGER MEDICAL"|"MP00506"|"1 "
"20323"|"Aspirador de secreciones"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 1"|"Semestral"|"Limpieza de vaso, y cambio de bolsa, revision de motor"|""|"DRÄGER MEDICAL"|"MP00506"|"1 "
"20823"|"Aspirador de secreciones"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 2"|"Semestral"|"Limpieza de vaso, y cambio de bolsa, revision de motor"|""|"DRÄGER MEDICAL"|"MP00506"|"1 "
"25483"|"Aspirador de secreciones"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"UCI"|"Semestral"|"Limpieza de vaso, y cambio de bolsa, revision de motor"|""|"REPUESTOS DRÄGER MEDICAL"|"MP00506"|"1 "
"25493"|"Aspirador de secreciones"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"UCI"|"Semestral"|"Limpieza de vaso, y cambio de bolsa, revision de motor"|""|"DRÄGER MEDICAL"|"MP00506"|"1 "
"26403"|"Aspirador de secreciones"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"QUEMADOS"|"Semestral"|"Limpieza de vaso, y cambio de bolsa, revision de motor"|""|"DRÄGER MEDICAL"|"MP00506"|"1 "
"598"|"Aspirador eléctrico gástrico"|NA|"A"|"DE URGENCIAS"|"BOXES OBSERVACIÓN MEDICINA"|"Semestral"|"Limpieza de vaso, y cambio de bolsa, revision de motor"|""|"HERSILL"|"5320271+4320021"|"1 "
"2533"|"Aspirador eléctrico gástrico"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"UCI"|"Semestral"|"Limpieza de vaso, y cambio de bolsa, revision de motor"|""|"HERSILL"|"5320271+4320021"|"1 "
"4955"|"Aspirador eléctrico gástrico"|NA|"G"|"URGENCIAS PEDIÁTRICAS"|"BOXES DE URGENCIAS PEDIÁTRICAS"|"Semestral"|"Limpieza de vaso, y cambio de bolsa, revision de motor"|""|"HERSILL"|"5320271+4320021"|"1 "
"20291"|"Aspirador quirúrgico con carro"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 1"|"Semestral"|"Limpieza de vaso, y cambio de bolsa, revision de motor"|""|"HERSILL"|"5351803"|"1 "
"20791"|"Aspirador quirúrgico con carro"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 2"|"Semestral"|"Limpieza de vaso, y cambio de bolsa, revision de motor"|""|"HERSILL"|"5351803"|"1 "
"21201"|"Aspirador quirúrgico con carro"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO CIRUGÍA MENOR"|"Semestral"|"Limpieza de vaso, y cambio de bolsa, revision de motor"|""|"HERSILL"|"5351803"|"1 "
"5962"|"Bomba de infusión"|NA|"A"|"DE URGENCIAS"|"BOXES OBSERVACIÓN MEDICINA"|"Semestral"|"Control de infusion con jeringa"|"Jeringa calibrada al mismo caudal"|"IBOR MÉDICA"|"01180012"|"2 "
"8682"|"Bomba de infusión"|NA|"A"|"DE URGENCIAS"|"BOXES TRAUMA Y VITALES"|"Semestral"|"Control de infusion con jeringa"|"Jeringa calibrada al mismo caudal"|"IBOR MÉDICA"|"01180012"|"2 "
"20452"|"Bomba de infusión"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 1"|"Semestral"|"Control de infusion con jeringa"|"Jeringa calibrada al mismo caudal"|"IBOR MÉDICA"|"01180012"|"1 "
"20942"|"Bomba de infusión"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 2"|"Semestral"|"Control de infusion con jeringa"|"Jeringa calibrada al mismo caudal"|"IBOR MÉDICA"|"01180012"|"1 "
"21322"|"Bomba de infusión"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO CIRUGÍA MENOR"|"Semestral"|"Control de infusion con jeringa"|"Jeringa calibrada al mismo caudal"|"IBOR MÉDICA"|"01180012"|"1 "
"21742"|"Bomba de infusión"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA POSTANESTESIA"|"Semestral"|"Control de infusion con jeringa"|"Jeringa calibrada al mismo caudal"|"IBOR MÉDICA"|"01180012"|"1 "
"23052"|"Bomba de infusión"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"ALMACÉN"|"Semestral"|"Control de infusion con jeringa"|"Jeringa calibrada al mismo caudal"|"IBOR MÉDICA"|"01180012"|"4 "
"25272"|"Bomba de infusión"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"UCI"|"Semestral"|"Control de infusion con jeringa"|"Jeringa calibrada al mismo caudal"|"IBOR MÉDICA"|"01180012"|"4 "
"26392"|"Bomba de infusión"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"QUEMADOS"|"Semestral"|"Control de infusion con jeringa"|"Jeringa calibrada al mismo caudal"|"IBOR MÉDICA"|"01180012"|"2 "
"27402"|"Bomba de infusión"|NA|"D"|"DE INTERNAMIENTO GENERAL"|"SALA DE ÚTILES"|"Semestral"|"Control de infusion con jeringa"|"Jeringa calibrada al mismo caudal"|"IBOR MÉDICA"|"01180012"|"4 "
"49532"|"Bomba de infusión"|NA|"G"|"URGENCIAS PEDIÁTRICAS"|"BOXES DE URGENCIAS PEDIÁTRICAS"|"Semestral"|"Control de infusion con jeringa"|"Jeringa calibrada al mismo caudal"|"IBOR MÉDICA"|"01180012"|"3 "
"50752"|"Bomba de infusión"|NA|"G"|"INTERNAMIENTO"|"ALMACÉN"|"Semestral"|"Control de infusion con jeringa"|"Jeringa calibrada al mismo caudal"|"IBOR MÉDICA"|"01180012"|"3 "
"866"|"Bomba de insulina"|NA|"A"|"DE URGENCIAS"|"BOXES TRAUMA Y VITALES"|"Semestral"|"Control de infusion con jeringa"|"Jeringa calibrada al mismo caudal"|"5º envío IBOR MÉDICA"|"01180017"|"1 "
"2524"|"Bomba de insulina"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"UCI"|"Semestral"|"Control de infusion con jeringa"|"Jeringa calibrada al mismo caudal"|"5º envío repuestos IBOR MÉDICA"|"01180017"|"1 "
"8511"|"Carro de aspiración drenaje torácico"|NA|"A"|"DE URGENCIAS"|"BOXES TRAUMA Y VITALES"|"Semestral"|"Limpieza de conductos, revision y engrasado de Motor"|""|"HERSILL"|"5352800"|"1 "
"21731"|"Carro de aspiración drenaje torácico"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA POSTANESTESIA"|"Semestral"|"Limpieza de conductos, revision y engrasado de Motor"|""|"HERSILL"|"5352800"|"1 "
"25321"|"Carro de aspiración drenaje torácico"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"UCI"|"Semestral"|"Limpieza de conductos, revision y engrasado de Motor"|""|"HERSILL"|"5352800"|"1 "
"2648"|"Colchón quemados"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"QUEMADOS"|"Mensual"|"Revisón de motores, e inflado sin perdidas, programas"|""|"6º envío IBOR MÉDICA"|"10080201"|"10 "
"8833"|"Desfibrilador con monitor"|NA|"A"|"DE URGENCIAS"|"BOXES TRAUMA Y VITALES"|"Mensual"|"Autochequeo potencias, revision de palas y cableado. Revisión de ECG grafico"|""|"IBOR MÉDICA"|"01030154"|"1 "
"15143"|"Desfibrilador con monitor"|NA|"A"|"DE IMAGIOLOGÍA"|"SALA TAC"|"Mensual"|"Autochequeo potencias, revision de palas y cableado. Revisión de ECG grafico"|""|"IBOR MÉDICA"|"01030154"|"1 "
"20273"|"Desfibrilador con monitor"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 1"|"Mensual"|"Autochequeo potencias, revision de palas y cableado. Revisión de ECG grafico"|""|"IBOR MÉDICA"|"01030154"|"1 "
"22303"|"Desfibrilador con monitor"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"CONTROL DE ENFERMERÍA"|"Mensual"|"Autochequeo potencias, revision de palas y cableado. Revisión de ECG grafico"|""|"IBOR MÉDICA"|"01030154"|"1 "
"25183"|"Desfibrilador con monitor"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"UCI"|"Mensual"|"Autochequeo potencias, revision de palas y cableado. Revisión de ECG grafico"|""|"IBOR MÉDICA"|"01030154"|"1 "
"49813"|"Desfibrilador con monitor"|NA|"G"|"URGENCIAS PEDIÁTRICAS"|"BOXES DE URGENCIAS PEDIÁTRICAS"|"Mensual"|"Autochequeo potencias, revision de palas y cableado. Revisión de ECG grafico"|""|"IBOR MÉDICA"|"01030154"|"1 "
"8834"|"Desfibrilador con monitor"|NA|"A"|"DE URGENCIAS"|"BOXES TRAUMA Y VITALES"|"Mensual"|"Autochequeo potencias, revision de palas y cableado. Revisión de ECG grafico"|""|"IBOR MÉDICA"|"01030154"|"1 "
"15144"|"Desfibrilador con monitor"|NA|"A"|"DE IMAGIOLOGÍA"|"SALA TAC"|"Mensual"|"Autochequeo potencias, revision de palas y cableado. Revisión de ECG grafico"|""|"IBOR MÉDICA"|"01030154"|"1 "
"20274"|"Desfibrilador con monitor"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 1"|"Mensual"|"Autochequeo potencias, revision de palas y cableado. Revisión de ECG grafico"|""|"IBOR MÉDICA"|"01030154"|"1 "
"22304"|"Desfibrilador con monitor"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"CONTROL DE ENFERMERÍA"|"Mensual"|"Autochequeo potencias, revision de palas y cableado. Revisión de ECG grafico"|""|"IBOR MÉDICA"|"01030154"|"1 "
"25184"|"Desfibrilador con monitor"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"UCI"|"Mensual"|"Autochequeo potencias, revision de palas y cableado. Revisión de ECG grafico"|""|"IBOR MÉDICA"|"01030154"|"1 "
"49814"|"Desfibrilador con monitor"|NA|"G"|"URGENCIAS PEDIÁTRICAS"|"BOXES DE URGENCIAS PEDIÁTRICAS"|"Mensual"|"Autochequeo potencias, revision de palas y cableado. Revisión de ECG grafico"|""|"IBOR MÉDICA"|"01030154"|"1 "
"9011"|"Lámpara de exámen"|NA|"A"|"DE URGENCIAS"|"BOXES TRAUMA Y VITALES"|"Anual"|"Revisión de lampara y limpieza"|""|"6º envío IBOR MÉDICA"|"05180079"|"1 "
"26111"|"Lámpara de exámen"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"UCI"|"Anual"|"Revisión de lampara y limpieza"|""|"6º envío IBOR MÉDICA"|"05180079"|"1 "
"49861"|"Lámpara de exámen"|NA|"G"|"URGENCIAS PEDIÁTRICAS"|"BOXES DE URGENCIAS PEDIÁTRICAS"|"Anual"|"Revisión de lampara y limpieza"|""|"6º envío IBOR MÉDICA"|"05180079"|"1 "
"5871"|"Lámpara de exploración articulada base rodable"|NA|"A"|"DE URGENCIAS"|"BOXES OBSERVACIÓN MEDICINA"|"Anual"|"Revisión de lampara y limpieza"|""|"INMOCLINC"|"20100"|"1 "
"8001"|"Lámpara de exploración articulada base rodable"|NA|"A"|"DE URGENCIAS"|"SALA DE TRATAMIENTO DE YESOS"|"Anual"|"Revisión de lampara y limpieza"|""|"INMOCLINC"|"20100"|"1 "
"8441"|"Lámpara de exploración articulada base rodable"|NA|"A"|"DE URGENCIAS"|"BOXES TRAUMA Y VITALES"|"Anual"|"Revisión de lampara y limpieza"|""|"INMOCLINC"|"20100"|"1 "
"9131"|"Lámpara de exploración articulada base rodable"|NA|"A"|"DE URGENCIAS"|"CONSULTA TRAUMA"|"Anual"|"Revisión de lampara y limpieza"|""|"INMOCLINC"|"20100"|"1 "
"12251"|"Lámpara de exploración articulada base rodable"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA TRAUMATOLOGÍA Y ORTOPEDIA"|"Anual"|"Revisión de lampara y limpieza"|""|"INMOCLINC"|"20100"|"1 "
"12531"|"Lámpara de exploración articulada base rodable"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA OFTALMOLOGÍA"|"Anual"|"Revisión de lampara y limpieza"|""|"INMOCLINC"|"20100"|"1 "
"12951"|"Lámpara de exploración articulada base rodable"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE OTORRINOLARINGOLOGÍA"|"Anual"|"Revisión de lampara y limpieza"|""|"INMOCLINC"|"20100"|"1 "
"13351"|"Lámpara de exploración articulada base rodable"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE UROLOGÍA"|"Anual"|"Revisión de lampara y limpieza"|""|"INMOCLINC"|"20100"|"1 "
"13581"|"Lámpara de exploración articulada base rodable"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTAS POLV.MEDICINA Y CIRUGÍA"|"Anual"|"Revisión de lampara y limpieza"|""|"INMOCLINC"|"20100"|"3 "
"22811"|"Lámpara de exploración articulada base rodable"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"SALA DE TRATAMIENTOS"|"Anual"|"Revisión de lampara y limpieza"|""|"INMOCLINC"|"20100"|"1 "
"26081"|"Lámpara de exploración articulada base rodable"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"UCI"|"Anual"|"Revisión de lampara y limpieza"|""|"INMOCLINC"|"20100"|"1 "
"26351"|"Lámpara de exploración articulada base rodable"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"QUEMADOS"|"Anual"|"Revisión de lampara y limpieza"|""|"INMOCLINC"|"20100"|"1 "
"53351"|"Lámpara de exploración articulada base rodable"|NA|"G"|"CONSULTAS EXTERNAS PEDIATRÍA"|"CONSULTA Nº 1"|"Anual"|"Revisión de lampara y limpieza"|""|"INMOCLINC"|"20100"|"1 "
"53621"|"Lámpara de exploración articulada base rodable"|NA|"G"|"CONSULTAS EXTERNAS PEDIATRÍA"|"CONSULTA Nº 2"|"Anual"|"Revisión de lampara y limpieza"|""|"INMOCLINC"|"20100"|"1 "
"53901"|"Lámpara de exploración articulada base rodable"|NA|"G"|"CONSULTAS EXTERNAS PEDIATRÍA"|"CONSULTA Nº 3"|"Anual"|"Revisión de lampara y limpieza"|""|"INMOCLINC"|"20100"|"1 "
"54381"|"Lámpara de exploración articulada base rodable"|NA|"G"|"CONSULTAS EXTERNAS PEDIATRÍA"|"SALA DE TRATAMIENTOS"|"Anual"|"Revisión de lampara y limpieza"|""|"INMOCLINC"|"20100"|"1 "
"25061"|"Lavacuñas desinfector"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"UCI"|"Semestral"|"Limpieza interna, ciclo en vacio"|""|"ANTONIO MATACHANA, S.A."|"85317"|"1 "
"28531"|"Lavacuñas desinfector"|NA|"D"|"DE INTERNAMIENTO GENERAL"|"INTERNAMIENTO ENFERMEDADES INFECCIOSAS"|"Semestral"|"Limpieza interna, ciclo en vacio"|""|"ANTONIO MATACHANA, S.A."|"85317"|"1 "
"50671"|"Lavacuñas desinfector"|NA|"G"|"INTERNAMIENTO"|"INTERNAMIENTO PEDIÁTRICO"|"Semestral"|"Limpieza interna, ciclo en vacio"|""|"ANTONIO MATACHANA, S.A."|"85317"|"1 "
"584"|"Lavacuñas mural visto"|NA|"A"|"DE URGENCIAS"|"BOXES OBSERVACIÓN MEDICINA"|"Semestral"|"Limpieza interna, ciclo en vacio"|""|"INMOCLINC"|"13103"|"5 "
"2479"|"Lavacuñas mural visto"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"SALA DE INTERNAMIENTO TRAUMA"|"Semestral"|"Limpieza interna, ciclo en vacio"|""|"INMOCLINC"|"13103"|"1 "
"2507"|"Lavacuñas mural visto"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"UCI"|"Semestral"|"Limpieza interna, ciclo en vacio"|""|"INMOCLINC"|"13103"|"1 "
"2632"|"Lavacuñas mural visto"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"QUEMADOS"|"Semestral"|"Limpieza interna, ciclo en vacio"|""|"INMOCLINC"|"13103"|"1 "
"2825"|"Lavacuñas mural visto"|NA|"D"|"DE INTERNAMIENTO GENERAL"|"INTERNAMIENTO GENERAL"|"Semestral"|"Limpieza interna, ciclo en vacio"|""|"INMOCLINC"|"13103"|"1 "
"2854"|"Lavacuñas mural visto"|NA|"D"|"DE INTERNAMIENTO GENERAL"|"INTERNAMIENTO ENFERMEDADES INFECCIOSAS"|"Semestral"|"Limpieza interna, ciclo en vacio"|""|"INMOCLINC"|"13103"|"1 "
"2882"|"Lavacuñas mural visto"|NA|"D"|"DE INTERNAMIENTO GENERAL"|"INTERNAMIENTO GENERAL"|"Semestral"|"Limpieza interna, ciclo en vacio"|""|"INMOCLINC"|"13103"|"1 "
"5068"|"Lavacuñas mural visto"|NA|"G"|"INTERNAMIENTO"|"INTERNAMIENTO PEDIÁTRICO"|"Semestral"|"Limpieza interna, ciclo en vacio"|""|"INMOCLINC"|"13103"|"1 "
"59"|"MONITOR"|NA|"A"|"DE ENTRADA"|"VESTIBULO/ESPERA Y RECEPCIÓN"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"3 "
"160"|"MONITOR"|NA|"A"|"ADMINISTRATIVA Y DIRECCIONES GENERALES"|"ARCHIVO"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"1 "
"187"|"MONITOR"|NA|"A"|"ADMINISTRATIVA Y DIRECCIONES GENERALES"|"SECRETARIA DIR.ADMON."|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"1 "
