BLOQUES,AREAS,ZONA,PRODUCTO,DESCRIPCIÓN,PROVEEDOR,REF./MODELO,UNDS.
A,DE CONSULTAS EXTERNAS,SALA DE ESPERA,"Bancada metálica, 4 plazas","Banco estructura de acero con acabado de aluminio, 4 plazas",OFIPRIX,2942004,4 
A,DE CONSULTAS EXTERNAS,SALA DE ESPERA,"Bancada metálica, 3 plazas","Banco estructura de acero con acabado de aluminio, 3 plazas",OFIPRIX,2942003,4 
A,DE CONSULTAS EXTERNAS,SALA DE ESPERA,Fuente de agua,Fuente de agua fría con llena jarras. Producción 50 litros/hora. Dimensiones 325*340*1.230 mm.,TELLSA,COMERSA F 50 INOX,1 
A,DE CONSULTAS EXTERNAS,SALA DE ESPERA,"Soporte de pared TV desde 32"" hasta 50""",Vogel's superflat soporte monitor L EFW 8305,INYCOM,I 8383050,1 
A,DE CONSULTAS EXTERNAS,SALA DE ESPERA,Euroconector,Cable euroconector SCART 5m (M/M),INYCOM,I VC43,1 
A,DE CONSULTAS EXTERNAS,SALA DE ESPERA,Soporte DVD,Soporte pared DVD,6º envío INYCOM,I OV04,1 
A,DE CONSULTAS EXTERNAS,SALA DE ESPERA,DVD,Reproductor DVD DVX640,INYCOM,I DVX640,1 
A,DE CONSULTAS EXTERNAS,SALA DE ESPERA,"TV 37""","37"" TV con pantalla de cristal líquido-pantalla ancha-1080p (FullHD)",INYCOM,I 37LK455C,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Lama con frente curvo,"Cartel interno, 300x100 mm., ""ESTOMATOLOGÍA"", lama de aluminio anodizado frente curvo, tapas laterales en negro, color blanco con letras gris oscuro",5º envío RÓTULOS ARCEGA,,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Instalación de todos los equipos suministrados por DENTALITE,Instalación de todos los equipos suministrados por DENTALITE: 2 técnicos 7 días,6º envío TECNIDENT,,112 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Material de ampliación Aire 8 Bloque A,Material de ampliación Aire 8 Bloque A,6º envío DRÄGER MEDICAL.,01.05,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,ACU sectorización netural 10 bar,ACU sectorización netural 10 bar (Material de ampliación Aire 8 Bloque A),6º envío DRÄGER MEDICAL.,G42304,2 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,ACU display unidad 4 gases,ACU display unidad 4 gases (Material de ampliación Aire 8 Bloque A),6º envío DRÄGER MEDICAL.,G41756,2 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Tubería flexible de nylon (m),Tubería flexible de nylon (m) (Material de ampliación Aire 8 Bloque A),6º envío DRÄGER MEDICAL.,,20 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Perchero mural 3 perchas,"Perchero mural, acero pintado, 3 colgadores cromados",INMOCLINC,18103,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Negatoscopio 3 cuerpos,Negatoscopio 3 cuerpos,DENTALITE,JRN3C,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Carro móvil con 5 cajones,Carro móvil con 5 cajones,DENTALITE,VY5M,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Contenedor residuos grande,"Cubo papelera de PVC, capacidad 50 litros",INMOCLINC,11203,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,"Lámpara de exploración estomatológica, articulada base rodable","Lámpara de aumento de 3 dioptrías, con luz fría, de exploración, articulada, base rodable",DENTALITE,AG281,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Linterna de exploración,Linterna de bolsillo Kawe,IBOR MÉDICA,02160010,4 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Unidad dental Fedesa,"Equipo Fedesa Samoa GALA edición especial sin aspiración, sillón, tipo eletromecánico",5º envío DENTALITE,FE9B33,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Unidad dental Fedesa,Equipo Fedesa Samoa GALA,DENTALITE,FE9B33,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Aspiración vaso + motor aspiración,Ampliación vaso cattani+motor gala E.E. sin fabri,5º envío DENTALITE,FE82O086-1,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Aspiración vaso + motor aspiración,Aspiración vaso + motor aspiración,DENTALITE,FE82O086-1,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Micromotor c/spray interno 22000 RPM M4,Micromotor c/spray interno 22000 RPM M4 neumático,5º envío DENTALITE,NKM156-001,1
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Micromotor c/spray interno 22000 RPM M4,Micromotor c/spray interno 22000 RPM M5,DENTALITE,NKM156-001,1
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Taburete Sory,Taburete Sory,5º envío DENTALITE,FE99A02,1
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Taburete Sory,Taburete Sory,DENTALITE,FE99A02,1
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Lámpara de luz halógena,Lámpara polimerización mini led black inalámbrica,5º envío DENTALITE,SFF05400,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Lámpara de luz halógena,Lámpara de polimerización halógena HILUX 250,DENTALITE,OR950250,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Aparato de ultrasonidos,Ultrasonico varios 350S standard,DENTALITE,NKY140954,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Autoclave vapor de agua,Autoclave AXYIA no vacío 15 LT,DENTALITE,XD915.00.N0100,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Vibrador de amalgamas,Vibrador de cápsulas de amalgama,DENTALITE,SFF03300,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Esterilizador de bolas,Esterilizador de bolas 150W.,DENTALITE,PCE,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Termoselladora,Termoselladora con resistencia autoregulado,DENTALITE,XD100040,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Rayos X a pared,"Rayos X KODAK 2100 a pared, alcance 205 CM",DENTALITE.,TF5153655,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Película intraoral,"Película intraoral DF58 3,1 x 4,1",ECOSALUD,1491737,5 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Pantalla plomada,Cortina plomada rodable 70x113,DENTALITE,DTPANT,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Mampara de protección,"Barrera ligera de protección anti X con acrílico plomado de 0,5 mm eq.Pb. y base de 1 mm de pb. Regulable en altura en voladizo y en la parte inferior, mod. BAA002",5º envío ECOSALUD,AR9,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Chasis 18 x 24,Chasis MD 4.0 CR 30 18 x 24,6º envío ECOSALUD,CH1,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Chasis 15 x 30,Chasis MD 4.0 CR 15 x 30,6º envío ECOSALUD,CH115,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Rayos X panorámico,"Rayos X panorámico X-mind pano ceph con cephalost, analógico (nº serie: H214435)",DENTALITE.,SFF03501,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Compresor con secador y campana insonorizante,Compresor 80 l/min. con secador,5º envío DENTALITE,MS110310,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Compresor con secador y campana insonorizante,Compresor FIAC GSM-1 CIL.SECAD. 110 L/M. 1703813000,DENTALITE,MS110310,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Vibrador de escayolas,Vibrador redondo para clínica 120 MM,DENTALITE,MS080030,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Acoplo para turbina,Acoplo NSK FM CL M4 MIDWEST 4 sin luz,5º envío DENTALITE,NKP434-051,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Acoplo para turbina,Acoplo FM CL M4 MIDWEST  4 sin luz,DENTALITE,NKP434-051,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Turbinas,Turbina S-MAX M600 s/luz cabeza stand. Acoplo NSK,5º envío DENTALITE,NKP1004001,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Turbinas,Turbina S-MAX M600 s/luz cabeza stand. Acoplo NSK,DENTALITE,NKP1004001,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Contrángulo,Contrángulo S-MAX M25 1:1 s/luz y spray simple,5º envío DENTALITE,NKC1027001,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Contrángulo,Contrángulo S-MAX M25 1:1 s/luz y spray simple,DENTALITE,NKC1027001,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Pieza de mano S-MAX M65 s/luz y spray simple,Pieza de mano S-MAX M65 s/luz y spray simple,5º envío DENTALITE,NKH1008001,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Pieza de mano S-MAX M65 s/luz y spray simple,Pieza de mano S-MAX M65 s/luz y spray simple,DENTALITE,NKH1008001,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Conjunto de mobiliario,"Conjunto de muebles: mueble con puerta para lavabo, mueble para aparatología, mueble con 1 puerta y 2 estantes, mueble móvil con 5 cajones, encimera para muebles, lavabo y grifo",DENTALITE,VYFF,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Baño de ultrasonido,Baño de ultrasonidos con cestillo 3 litros para la limpieza del instrumental,DENTALITE,PCEL2934902000,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Cámara oscura de revelado,"Cámara oscura de revelado, mod.DL26 DÜRR para todos los tipos de XR42 y XR25 hasta máximo 24x30",6º envío PLACEK DENTAL,1700-920-00,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Reveladora automática,"Reveladora automática para revelar placas, necesaria para el RX panorámico",DENTALITE,DD1700-10,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Reveladora manual,Reveladora manual,DENTALITE,EUNA1015,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Delantal de protección,Delantal de plomo protector 3 MM p/operador y paciente,5º envío DENTALITE,DT2104,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Delantal de protección,Delantal de plomo protector 3 MM p/operador y paciente,DENTALITE,DT2104,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Aceite pana spray B*500 ML,Aceite pana spray B*500 ML,DENTALITE,NKZ182-100,6 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Agujas cono plástico 30G corta (0.3x25MM) C*100,Agujas cono plástico 30G corta (0.3x25MM) C*100,DENTALITE,CKS1,7 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Agujas cono plástico 27G larga (0.4x35MM) C*100,Agujas cono plástico 27G larga (0.4x35MM) C*100,DENTALITE,CKL1,7 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Agujas cono PL. 30GX XTRA corta (0.3x12MM) C*100,Agujas cono PL. 30GX XTRA corta (0.3x12MM) C*100,DENTALITE,CKS2,7 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Contenedor de residuos NIDELINER 1L.,Contenedor de residuos NIDELINER 1L.,DENTALITE,LW12695,3 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Sutura trenzada aguja redonda CX12,Sutura trenzada aguja redonda CX12,DENTALITE,LA06061,3 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Gafas de protección 553 transparente,Gafas de protección 553 transparente,DENTALITE,UN553.01.00.00,2 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Anestesias,,DENTALITE,,
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Alginato hydrogum,Alginato hydrogum bolsa de 500 grs.,5º envío DENTALITE,ZHC302025,24 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Cubetas acero inoxidable JX10 (5 SUP Y 5 INF),Cubetas acero inoxidable JX10 (5 SUP Y 5 INF),DENTALITE,INS2803-10,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Gasa 16 hilos 20*20CM S*5 estériles,Gasa 16 hilos 20*20CM S*5 estériles,DENTALITE,FVGASA,10 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Algodón OMNIA en rollos nº 2 300G blanco,Algodón OMNIA en rollos nº 2 300G blanco,DENTALITE,MR210MALG002,20 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Pellets algodón nº 2 7MM diámetro,Pellets algodón nº 2 7MM diámetro,DENTALITE,DT1808,6 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Algodonera de sucio acero inox.,Algodonera de sucio acero inox.,DENTALITE,MS070155,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Algodonera de limpio acero inox.,Algodonera de limpio acero inox.,DENTALITE,MS070160,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Amalgama Megalloy EZ,Amalgama Megalloy EZ 1 dosis C*50,5º envío DENTALITE,DP660300451,40 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Diques de caucho 6x6 caja X 36 uds,Diques de caucho 6x6 caja X 36 uds,DENTALITE,SAEDO-102,6 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Baberos-servilletas doble capa desechables CX500,Baberos-servilletas doble capa desechables CX500,DENTALITE,OGTOVAGL/A,6 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Eyectores de saliva transparente de 15CMS BX100,Eyectores de saliva transparente de 15CMS BX100,DENTALITE,IR1,30 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Guantes de latex T.pequeña,Guantes de latex no estériles T.pequeña C*100 uds.,5º envío DENTALITE,MR25GL001/S,20 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Guantes de latex T.mediana,Guantes de latex no estériles T.mediana C*100 uds.,5º envío DENTALITE,MR25GL002/M,30 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Guantes de latex T.grande,Guantes de latex no estériles T.grande C*100 uds.,5º envío DENTALITE,MR25GL003/L,20 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Mascarillas quirúrgicas de 3 pliegues CX50uds,Mascarillas quirúrgicas de 3 pliegues CX50uds,DENTALITE,DXDID-616,20 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Barniz de copal dentaflux,Barniz de copal dentaflux,5º envío DENTALITE,DXCOP,24 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Cemento base glasionomer,Cemento base glasionomer meron 5 ml.líquido amarillo,5º envío DENTALITE,SH1110,12 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Cemento de inomero de vidrio,Cemento de inomero de vidrio KDM tipo I,5º envío DENTALITE,SH1166,8 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Cemento vitremer ionomero,Cemento vitremer ionomero para reconstrucción de muñones 25 grs. polvo/10ml. Líquido,5º envío DENTALITE,SH1115,8 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Cemento FERMIN,Cemento de obturación provisional B*40 grs. FERMIN,5º envío DENTALITE,IS11.902,24 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Cemento endomethasone,Cemento endomethasone  C naranja 14 G.,5º envío DENTALITE,SP2228S,20 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Dycal hidróxido de calcio,Dycal hidróxido de calcio para fondo de cavidades,5º envío DENTALITE,DP61106501,24 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Ultracal -hidróxido de calcio,"Ultracal ""XT"" kit hidróxido de calcio para endodoncias 4 jeringas 1.2cc, 20 boquillas white mini y 20 boquillas endo-eze variadas",5º envío DENTALITE,UL1027,4 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Cepillos minicopa para profilaxis blacos CX100,Cepillos minicopa para profilaxis blacos CX100,DENTALITE,DX100CE,6 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Pasta de profiláxis,Pasta de profiláxis 70g. varios sabores,5º envío DENTALITE,DXPPF,48 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Composite amelogen,Composite amelogen plus complete Kit,5º envío DENTALITE,UL3254,12 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Adhesivo para composite,"Adhesivo para composite PRIME&BOND NT kit 2*4,5 ml.",5º envío DENTALITE,DP60667240,8 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Pinceles para adhesivos CX400,Pinceles para adhesivos CX400,DENTALITE,LRT-96,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Ácido ortofosfórico,"Ácido ortofosfórico con puntas CX4 jeringas 3,5 gr",5º envío DENTALITE,DXACIDO,12 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Cresophene,Cresophene 13 ML.,5º envío DENTALITE,SP2792N,8 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Eugenol 20 ml.,Eugenol 20 ml.,5º envío DENTALITE,DXEUG,24 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Gelatamp esponjas hemosticas,Gelatamp esponjas hemosticas CX50,5º envío DENTALITE,DT2027,8 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Puli-jet,Puli-jet bidón 5 litros - unidad,5º envío DENTALITE,IC1040710,24 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Desinfectante instrumental,Desinfectante instrumental orocid multisept plus 2 litros,5º envío DENTALITE,OLEF061020,40 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Desinfectante de superficies,Desinfectante de superficies dentiro-mikro BX950ml completo de dosificador ref. 91054,5º envío DENTALITE,OLEF051013,24 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Bobina de esterilización 10 CM X 200 M,Bobina de esterilización 10 CM X 200 M,DENTALITE,MR29ESBV1815,6 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Kit dentalite de 30 postes surtidos,Kit dentalite de 30 postes surtidos,DENTALITE,BNKIT30T,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Dispensador de cuñas de madera surtidas CX 400,Dispensador de cuñas de madera surtidas CX 400,DENTALITE,VT826,2 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Matrices de acetato transparente 15M 8MM,Matrices de acetato transparente 15M 8MM,DENTALITE,VT686,6 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Matriz metálica HAWE NEOS con dispensador (6MM X 3 metros),Matriz metálica HAWE NEOS con dispensador (6MM X 3 metros),DENTALITE,VT399B,12 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Papel articular BK azul reposición C*300 --,Papel articular BK azul reposición C*300 --,DENTALITE,TSBKA1001,3 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Gel hemostático,Gel hemostático viscostat jeringa dispensadora 30 ml,5º envío DENTALITE,UL0645,8 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Estuche surtido p/pulir y terminar amalgama CA,Estuche surtido p/pulir y terminar amalgama CA,DENTALITE,SH0308,3 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Estuche surtido para pulir y terminar composite CA,Estuche surtido para pulir y terminar composite CA,DENTALITE,SH0310,3 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Super snap Kit surtido de tiras y discos de pulido,Super snap Kit surtido de tiras y discos de pulido,DENTALITE,SH0500,3 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Fresas diamante negro unidad,Fresas diamante negro unidad (varios tamaños),DENTALITE,SS8…..,100 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Fresas de carburo de tungsteno unidad,Fresas de carburo de tungsteno unidad (varios tamaños),DENTALITE,SS8…..,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Fresero de plástico esterilizable FG,Fresero de plástico esterilizable FG,DENTALITE,MS070120,2 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Fresero de plástico esterilizable CA,Fresero de plástico esterilizable CA,DENTALITE,MS070125,2 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Fresero de plástico esterilizable PM,Fresero de plástico esterilizable PM,DENTALITE,MS070135,2 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Puntas de guttapercha nº 15/40 C*120,Puntas de guttapercha nº 15/40 C*120,DENTALITE,MM31,3 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Puntas de guttapercha nº 45/80 C*120,Puntas de guttapercha nº 45/80 C*120,DENTALITE,MM30,3 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Puntas de papel nº 15/40 C*200,Puntas de papel nº 15/40 C*200,DENTALITE,MM13,3 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Puntas de papel nº 45/80 C*200,Puntas de papel nº 45/80 C*200,DENTALITE,MM14,3 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Limas K 25 MM-NR 14-40 C*6 Dentalite,Limas K 25 MM-NR 14-40 C*6 Dentalite,DENTALITE,NS3525000,12 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Limas K 25 MM-NR 45-80 C*6 Dentalite,Limas K 25 MM-NR 45-80 C*6 Dentalite,DENTALITE,SLA012B21/2,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Limas K 25 MM-NR 45-80 C*6 Dentalite,Limas K 25 MM-NR 45-80 C*6 Dentalite,DENTALITE,NS3525001,5 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Topes de silicona CX100,Topes de silicona CX100,DENTALITE,SLA0197,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Tiranervios,Tiranervios para extraer la pulpa en una endodoncia (varios tamaños),DENTALITE,FH5025,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Tiranervios,Tiranervios para extraer la pulpa en una endodoncia (varios tamaños),DENTALITE,NS33301…,4 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Fresa gates Glidden NR 1-6 C*6 Dentalite,Fresa gates Glidden NR 1-6 C*6 Dentalite,DENTALITE,NS3320000,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Caja de Endodoncia de acero inoxidable,Caja de Endodoncia de acero inoxidable,DENTALITE,MS070410,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Revelador dental,Revelador dental FCO*500 cc.,5º envío DENTALITE,KD5016316,24 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Fijador dental,Fijador dental FCO*500 cc.,5º envío DENTALITE,KD5016308,24 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Placas radiográficas DF-58 periapicales CX 150 uds,Placas radiográficas DF-58 periapicales CX 150 uds,DENTALITE,KD5073028,10 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Loseta de cristal,Loseta de cristal,DENTALITE,IN0999F1,2 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Lamparilla de alcohol de acero inox.,Lamparilla de alcohol de acero inox.,DENTALITE,MS070065,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Escayola,Escayola Kerr Vel-Mix Stone rosa 25 KG.,5º envío DENTALITE,KR61250,12 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Taza para batir alginato,Taza para batir alginato,DENTALITE,MS060120,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Taza de goma para batir escayola mediana,Taza de goma para batir escayola mediana,DENTALITE,MS060090,1 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Vasos DAPPEN transparentes,Vasos DAPPEN transparentes,DENTALITE,SAAUX-080,3 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Resina antialérgica,Resina antialérgica blanda kit de 60 gr.,5º envío DENTALITE,AN10,4 
A,DE CONSULTAS EXTERNAS,CONSULTA DE ESTOMATOLOGÍA,Porta-amalgamas,Porta-amalgamas doble mediano/pequeño,DENTALITE,IN1015F1,2 
